,Date,open,close,real_pct,predictions,isBuy,signal,bsPrice,point
0,2011-06-20,1271.5,1278.36,0.013423448793767001,0.0017999003,1,buy,1278.4,0
1,2011-06-21,1278.4,1295.52,-0.006468445103124498,0.0048787463,1,hold,0,0
2,2011-06-22,1295.48,1287.14,-0.0028279752008328884,0.010688785,1,hold,0,0
3,2011-06-23,1286.6,1283.5,-0.011725749902609994,-0.00044023967,0,sell,1283.04,4.639999999999873
4,2011-06-24,1283.04,1268.45,0.00918443769955446,0.0017379301,1,buy,1268.44,0
5,2011-06-27,1268.44,1280.1,0.012944301226466726,0.019828638,1,hold,0,0
6,2011-06-28,1280.21,1296.67,0.008282755057184898,0.01117461,1,hold,0,0
7,2011-06-29,1296.85,1307.41,0.010119243389602461,-0.0013478769,0,sell,1307.64,39.200000000000045
8,2011-06-30,1307.64,1320.64,0.014409680155076376,0.0022446036,1,buy,1320.64,0
9,2011-07-01,1320.64,1339.67,-0.001336149947375076,-0.0005612846,0,sell,1339.59,18.949999999999818
10,2011-07-05,1339.59,1337.88,0.001001584596525884,0.0017476557,1,buy,1337.56,0
11,2011-07-06,1337.56,1339.22,0.010453846268723588,-0.00110276,0,sell,1339.62,2.0599999999999454
12,2011-07-07,1339.62,1353.22,-0.006961174088470523,0.00091020507,1,buy,1352.39,0
13,2011-07-08,1352.39,1343.8,-0.01809048965619875,-0.00058134785,0,sell,1343.31,-9.080000000000155
14,2011-07-11,1343.31,1319.49,-0.0044335311370301556,-0.0074826665,0,hold,0,0
15,2011-07-12,1319.61,1313.64,0.0031058737553666393,0.0051338347,1,buy,1314.45,0
16,2011-07-13,1314.45,1317.72,-0.00671614607048554,0.00068200775,1,hold,0,0
17,2011-07-14,1317.74,1308.87,0.005554409528830462,-0.005283935,0,sell,1308.87,-5.580000000000155
18,2011-07-15,1308.87,1316.14,-0.008129834212165954,0.0020954127,1,buy,1315.94,0
19,2011-07-18,1315.94,1305.44,0.01630867753401155,-0.0077773063,0,sell,1307.07,-8.870000000000118
20,2011-07-19,1307.07,1326.73,-0.0006708222471791814,0.0005069731,1,buy,1328.66,0
21,2011-07-20,1328.66,1325.84,0.013546129246364558,0.0027204885,1,hold,0,0
22,2011-07-21,1325.65,1343.8,0.0009078731954159647,0.004249625,1,hold,0,0
23,2011-07-22,1343.8,1345.02,-0.005643038765222763,0.0097039845,1,hold,0,0
24,2011-07-25,1344.32,1337.43,-0.0041048877324421085,0.0045854207,1,hold,0,0
25,2011-07-26,1337.39,1331.94,-0.020308722615132724,0.002723655,1,hold,0,0
26,2011-07-27,1331.91,1304.89,-0.0032339890718757758,-0.045624822,0,sell,1304.84,-23.820000000000164
27,2011-07-28,1304.84,1300.67,-0.006450521654224439,-0.007187225,0,hold,0,0
28,2011-07-29,1300.12,1292.28,-0.004132231404958664,-0.025439119,0,hold,0,0
29,2011-08-01,1292.59,1286.94,-0.025556747012292824,-0.02416966,0,hold,0,0
30,2011-08-02,1286.56,1254.05,0.0050157489733264615,-0.03426665,0,hold,0,0
31,2011-08-03,1254.25,1260.34,-0.047820429407937515,0.0011740217,1,buy,1260.23,0
32,2011-08-04,1260.23,1200.07,-0.0005749664602896498,-0.06336898,0,sell,1200.28,-59.950000000000045
33,2011-08-05,1200.28,1199.38,-0.06663442778769035,-0.026553508,0,hold,0,0
34,2011-08-08,1198.48,1119.46,0.047406785414396246,-0.06872775,0,hold,0,0
35,2011-08-09,1120.23,1172.53,-0.044152388425029665,-0.1452511,0,hold,0,0
36,2011-08-10,1171.77,1120.76,0.046290017488133106,-0.04421103,0,hold,0,0
37,2011-08-11,1121.3,1172.64,0.00526163187337958,0.01092511,1,buy,1172.87,0
38,2011-08-12,1172.87,1178.81,0.021784681161510333,-0.006372776,0,sell,1178.86,5.990000000000009
39,2011-08-15,1178.86,1204.49,-0.009738561548871316,0.011232715,1,buy,1204.22,0
40,2011-08-16,1204.22,1192.76,0.000947382541332864,0.014894117,1,hold,0,0
41,2011-08-17,1192.89,1193.89,-0.04459372303981102,4.442432e-05,1,hold,0,0
42,2011-08-18,1189.62,1140.65,-0.015008986104414257,-0.093837775,0,sell,1140.47,-63.75
43,2011-08-19,1140.47,1123.53,0.00025811504810735464,0.012802709,1,buy,1123.55,0
44,2011-08-22,1123.55,1123.82,0.03428484988699254,0.05353937,1,hold,0,0
45,2011-08-23,1124.36,1162.35,0.013119972469565866,0.010347612,1,hold,0,0
46,2011-08-24,1162.16,1177.6,-0.01556555706521734,-0.0046307333,0,sell,1176.69,53.1400000000001
47,2011-08-25,1176.69,1159.27,0.015121585135473126,-0.033195805,0,hold,0,0
48,2011-08-26,1158.85,1176.8,0.028280081577158445,-0.0023195965,0,hold,0,0
49,2011-08-29,1177.91,1210.08,0.0023469522676187182,0.012918636,1,buy,1209.76,0
50,2011-08-30,1209.76,1212.92,0.004922006397783951,-0.0042997114,0,sell,1213.0,3.240000000000009
51,2011-08-31,1213.0,1218.89,-0.0118714568172682,-0.0042427797,0,hold,0,0
52,2011-09-01,1219.12,1204.42,-0.025281878414506576,-0.018138837,0,hold,0,0
53,2011-09-02,1203.9,1173.97,-0.007436305868122717,-0.050358832,0,hold,0,0
54,2011-09-06,1173.97,1165.24,0.028646459098554677,-0.0054712445,0,hold,0,0
55,2011-09-07,1165.85,1198.62,-0.010612204034639694,-0.014038872,0,hold,0,0
56,2011-09-08,1197.98,1185.9,-0.026705455771987574,-0.028620597,0,hold,0,0
57,2011-09-09,1185.37,1154.23,0.006965682749538571,-0.021122513,0,hold,0,0
58,2011-09-12,1153.5,1162.27,0.009120083973603199,0.010586598,1,buy,1162.59,0
59,2011-09-13,1162.59,1172.87,0.01347975478953356,0.012725251,1,hold,0,0
60,2011-09-14,1173.32,1188.68,0.017187131944677914,-0.007383419,0,sell,1189.44,26.850000000000136
61,2011-09-15,1189.44,1209.11,0.005706676811869871,-0.0025284996,0,hold,0,0
62,2011-09-16,1209.21,1216.01,-0.009802550965863799,-0.008407983,0,hold,0,0
63,2011-09-19,1214.99,1204.09,-0.0016610054065725466,0.00187731,1,buy,1204.5,0
64,2011-09-20,1204.5,1202.09,-0.029390478250380547,-0.0054251906,0,sell,1203.63,-0.8699999999998909
65,2011-09-21,1203.63,1166.76,-0.03188316363262367,-0.04336725,0,hold,0,0
66,2011-09-22,1164.55,1129.56,0.006082014235631705,-0.011369774,0,hold,0,0
67,2011-09-23,1128.82,1136.43,0.02333623716374955,0.01535481,1,buy,1136.91,0
68,2011-09-26,1136.91,1162.95,0.010688335698009421,0.016111635,1,hold,0,0
69,2011-09-27,1163.32,1175.38,-0.0206911807245318,0.0061096456,1,hold,0,0
70,2011-09-28,1175.39,1151.06,0.00811425989957093,-0.0038645489,0,sell,1151.74,14.829999999999927
71,2011-09-29,1151.74,1160.4,-0.024974146845915257,-0.013861993,0,hold,0,0
72,2011-09-30,1159.93,1131.42,-0.028450973113432698,-0.006733015,0,hold,0,0
73,2011-10-03,1131.21,1099.23,0.022488469201168204,-0.006524395,0,hold,0,0
74,2011-10-04,1097.42,1123.95,0.017865563414742658,-0.00032624207,0,hold,0,0
75,2011-10-05,1124.03,1144.03,0.018303715811648358,0.01798081,1,buy,1144.11,0
76,2011-10-06,1144.11,1164.97,-0.008163300342498125,0.0063175187,1,hold,0,0
77,2011-10-07,1165.03,1155.46,0.03412493725442678,0.025630828,1,hold,0,0
