Date,spx_open,spx_high,spx_low,spx_close,dxy_open,dxy_high,dxy_low,dxy_close,usdjpy_open,usdjpy_high,usdjpy_low,usdjpy_close,s5th_open,s5th_high,s5th_low,s5th_close,s5fi_open,s5fi_high,s5fi_low,s5fi_close,duj_open,duj_high,duj_low,duj_close,spx_ema20,spx_ema10,spx_volume,spx_volumema50,vol_signal,ema_signal,usdjpy_macdhist,dxy_macdhist,duj_macdhist,usdjpy_macd,dxy_macd,duj_macd,usdjpy_macdsignal,dxy_macdsignal,duj_macdsignal,spx_ma14,spx_rsi14,spx_ma30,spx_rsi30,spx_ma50,spx_rsi50,spx_ma200,spx_rsi200
2011-06-17,1268.58,1279.82,1267.4,1271.5,75.447,75.752,74.893,74.988,80.622,80.673,80.012,80.014,64.72,66.13,61.92,63.32,22.84,24.04,21.24,21.84,0.935811565,0.939000657,0.935811565,0.9371859920000001,1294.825167,1280.7605210000002,4916460000,3861527800,1.2731903678124499,0.9891378030343769,0.01230704232490376,0.09504043252531229,0.0010587082885767,-0.30599673941344463,0.008583423000104062,0.0035829499502000317,-0.3183037817383484,-0.08645700952520823,0.0025242416616233316,1.01386214257626,37.50965661801759,1.0330795648184565,42.24468892060072,1.0397755406999607,46.5832180023371,0.9900546598505703,56.46447093506792
2011-06-20,1271.5,1280.42,1267.56,1278.36,75.127,75.472,74.902,74.991,80.014,80.365,80.014,80.247,64.12,66.13,63.12,65.53,22.44,26.85,21.84,26.05,0.938923188,0.939115287,0.934502224,0.934502224,1293.2570560000001,1280.324063,3464660000,3850709000,0.8997459948284848,0.9899996733518691,0.011728688417381783,0.08881517010982222,0.0009879455101391133,-0.3036429212166212,0.024561953112069546,0.0037591735492972234,-0.31537160963400296,-0.06425321699775267,0.00277122803915811,1.004686808544877,40.90928715384122,1.025923318418391,43.79338544161336,1.0333330204324291,47.48052804580004,0.9854781125817456,56.66648302160853
2011-06-21,1278.4,1297.62,1278.4,1295.52,74.90100000000001,74.995,74.516,74.64699999999999,80.247,80.344,80.05199999999999,80.193,66.13,70.14,66.13,69.93,29.25,36.67,29.25,35.27,0.933380687,0.933423778,0.930841844,0.930841844,1293.472575,1283.086961,4056150000,3860175800,1.050768205945439,0.9919707505201647,0.0101803790848779,0.05888996621513104,0.0006329413780361763,-0.30264613577790556,0.009359240771161126,0.0035624047617033305,-0.31282651486278346,-0.049530725443969914,0.0029294633836671542,0.9903298620300292,48.46232231813074,1.0110280041990867,47.440442204045254,1.0191418117821416,49.63985722013847,0.9731620121649993,57.16616146062644
2011-06-22,1295.48,1298.61,1286.79,1287.14,74.72800000000001,75.038,74.497,75.031,80.193,80.384,80.014,80.28699999999999,69.93,71.14,68.73,68.73,32.66,38.67,30.86,30.86,0.931851907,0.934534856,0.931049566,0.934534856,1292.869472,1283.823877,3718420000,3864964800,0.9620837943983345,0.9930034739036672,0.017527096518636154,0.062003863896709754,0.000586223872491248,-0.2909176442144883,0.02797410442691728,0.003662243224281214,-0.30844474073312445,-0.034029759469792475,0.0030760193517899662,0.995345716638661,45.40977077685084,1.0157970383952022,45.934715616789155,1.025197103656168,48.643255137064386,0.9802564989045481,56.8444559938093
2011-06-23,1286.6,1286.6,1262.87,1283.5,75.02600000000001,75.795,74.962,75.212,80.28699999999999,80.797,80.282,80.48899999999999,62.52,67.93,62.52,67.93,16.83,27.65,15.03,27.65,0.93447258,0.9380917609999999,0.933733589,0.9344382459999999,1291.977142,1283.7649900000001,4983450000,3879124000,1.2846843771944387,0.9936437327464731,0.03691627723041091,0.07256648960767809,0.0004920025152279225,-0.26229939419511084,0.05667835253980513,0.0036910224958248694,-0.29921567142552175,-0.015888137067872954,0.003199019980596947,0.9972413601202075,44.11008395153373,1.0171564731853011,45.28881020454604,1.0276268017140633,48.21421526071597,0.9837557460070121,56.705147953906575
2011-06-24,1283.04,1283.93,1267.24,1268.45,75.02600000000001,75.751,75.02600000000001,75.665,80.48899999999999,80.605,80.135,80.485,67.73,67.73,63.32,64.12,28.05,28.05,18.23,19.03,0.932127371,0.940113065,0.932127371,0.940113065,1289.736461,1280.9804470000001,3665340000,3875413600,0.945793243848863,0.9932110052985469,0.04960644932189673,0.1044371342978458,0.0007401436456665809,-0.2372076097731508,0.1146582808044343,0.004124199537680173,-0.28681405909504754,0.010221146506588497,0.0033840558920135923,1.0080756603954213,39.124072601826,1.0271173479443418,42.719522969339394,1.0390948007410619,46.484432352083324,0.9960754069927865,56.13350837676112
2011-06-27,1268.44,1284.91,1267.53,1280.1,75.664,75.987,75.257,75.28399999999999,80.485,80.983,80.295,80.889,63.52,67.93,63.52,66.33,21.64,28.85,21.04,27.45,0.94010064,0.94010064,0.930707513,0.930707513,1288.818703,1280.820365,3479070000,3867542400,0.8995557488910787,0.993794054988974,0.08335711650624722,0.09453055564238695,0.0002257819988340788,-0.1826176634622385,0.1283843410595722,0.003666283390556191,-0.26597477996848573,0.03385378541718524,0.003440501391722112,0.9986312453268167,44.36642769442543,1.0162679998958417,45.20864654711665,1.0291003827825953,47.95920069727643,0.987676431528787,56.47486339275174
2011-06-28,1280.21,1296.8,1280.21,1296.67,75.229,75.513,74.867,75.03,80.889,81.267,80.66,81.117,68.73,70.34,68.13,69.93,31.26,39.47,30.46,39.47,0.930027569,0.930027569,0.924960243,0.924960243,1289.566446,1283.702117,3681500000,3856697600,0.9545731560597336,0.9954524801585912,0.11711693169925005,0.06684753102314925,-0.000506589521209278,-0.11957861534442316,0.11741319919612181,0.002807264490210515,-0.2366955470436732,0.05056566817297256,0.003313854011419793,0.9868123732329743,50.84962114286502,1.0024380400050388,48.501370649795206,1.0155947156948184,49.96056688909135,0.975728944141532,56.95369495430038
2011-06-29,1296.85,1309.21,1296.85,1307.41,75.046,75.13600000000001,74.609,74.652,81.117,81.186,80.556,80.779,70.94,73.34,70.94,72.74,42.68,49.09,41.48,47.69,0.925157489,0.92617558,0.924151079,0.924151079,1291.265832,1288.012641,4347540000,3859173600,1.1265468855819287,0.9974806186926194,0.11272500449051079,0.021408014996898685,-0.0010209202723655158,-0.09578929143053472,0.07732568691909592,0.002037703670962898,-0.2085142959210455,0.05591767192219723,0.003058623943328414,0.9797117966055029,54.546898350132935,0.9936533553616185,50.49611669295738,1.0072866201115183,51.20176864076986,0.96842612493403,57.25998717465088
2011-06-30,1307.64,1321.97,1307.64,1320.64,74.488,74.581,74.255,74.37899999999999,80.779,80.868,80.264,80.553,74.34,77.35,74.34,75.75,52.3,58.71,52.3,57.91,0.9221208479999999,0.9251345559999999,0.9221208479999999,0.92335481,1294.063372,1293.944888,4200500000,3865457600,1.0866759992400383,0.9999084403418227,0.0915411916084597,-0.026126849823249837,-0.001368475413281413,-0.09408780641047088,0.023259109643134934,0.0013480296767266475,-0.18562899801893057,0.04938595946638477,0.0027165050900080606,0.9725830982380842,58.671180688394166,0.9831932497375011,52.82466756690647,0.9973172098376547,52.67723594179563,0.9594649942452146,57.63320142438211
2011-07-01,1320.64,1341.01,1318.18,1339.67,74.447,74.693,74.195,74.298,80.553,81.145,80.493,80.805,75.35,80.76,75.35,80.36,56.71,70.94,56.71,70.74,0.924198975,0.924198975,0.919472805,0.919472805,1298.40686,1302.258545,3796930000,3856670600,0.9845097997220712,1.0029664700015524,0.09123924298741284,-0.06017064268357346,-0.001787084848281825,-0.07157994428466452,-0.025827343888082055,0.0004826490296557795,-0.16281918727207736,0.0343432987954914,0.0022697338779376045,0.962384659761626,63.76431333599195,0.9691292134132538,55.910576353589846,0.9832893175184936,54.68813519028403,0.9466382765905039,58.161351179761
2011-07-05,1339.59,1340.89,1334.3,1337.88,74.22800000000001,74.741,74.22800000000001,74.63600000000001,80.785,81.185,80.707,81.074,78.35,79.35,76.95,78.75,67.33,69.73,66.73,68.13,0.918833942,0.9206257309999999,0.918833942,0.920591065,1302.166207,1308.735173,3722320000,3859372200,0.9644884730215966,1.0050446448116128,0.10491841857622125,-0.05709711892300232,-0.0019051071813334073,-0.031671164051800815,-0.0370280998582615,-0.00011165009872915466,-0.13658958262802207,0.020069019064740824,0.0017934570826042527,0.9663422728495833,62.97813564685432,0.9705407061918858,55.5569504951297,0.9846123718121208,54.46599159813926,0.9486982016324336,58.09288981101011
2011-07-06,1337.56,1340.94,1330.92,1339.22,74.613,75.182,74.459,75.032,81.074,81.122,80.768,80.911,76.95,78.95,75.35,78.15,65.13,69.53,63.52,68.33,0.9203073740000001,0.9273399170000001,0.9203073740000001,0.9273399170000001,1305.6951390000002,1314.277869,3564190000,3887813400,0.9167595337780358,1.0065733031728779,0.0988352459042765,-0.02708873899564888,-0.0014648670645218667,-0.013045525247676437,-0.013791904679820277,-3.762674804808075e-05,-0.11188077115195294,0.013296834315828603,0.001427240316473786,0.9693115608872547,63.34250534954543,0.9701134491221259,55.773574663317596,0.9836864742163351,54.606841571472756,0.9484826242140951,58.129970094702145
2011-07-07,1339.62,1356.48,1339.62,1353.22,74.982,75.407,74.848,74.90899999999999,80.911,81.413,80.795,81.22399999999999,80.96,82.76,80.96,82.12,74.74,80.16,74.34,78.31,0.926721954,0.926721954,0.922252044,0.922252044,1310.221317,1321.358256,4069530000,3891042800,1.045871302160953,1.0085000441188823,0.11083624862569134,-0.014830828705832197,-0.0014498503822625948,0.026664539630161244,-0.005241701566461643,-0.0003850726613544575,-0.0841717089955301,0.009589127139370554,0.0010647777209081373,0.963800627920284,66.99713623652855,0.9609868806747365,57.986846860341586,0.9735979367730305,56.05600570563549,0.9394585507160702,58.51539735271059
2011-07-08,1352.39,1352.39,1333.71,1343.8,74.90899999999999,75.416,74.843,75.179,81.22399999999999,81.47399999999999,80.50399999999999,80.61399999999999,77.1,77.91,76.1,77.71,70.48,70.88,64.65,70.68,0.922252044,0.9325799490000001,0.922252044,0.9325799490000001,1313.4192859999998,1325.4385730000001,3594360000,3881898600,0.9259283588705794,1.0091511424631239,0.07438662780740785,0.010772995525218657,-0.000715039269944081,0.008811575763729707,0.023055371545893877,0.0001709786334780361,-0.06557505204367814,0.01228237602067522,0.0008860179034221171,0.9743998894393305,62.48323747218415,0.968302078682344,56.03494462608214,0.9802463164161337,54.85365940288103,0.9468237088852511,58.15339282836087
2011-07-11,1343.31,1343.31,1316.42,1319.49,75.295,76.156,75.249,75.903,80.61399999999999,80.83,80.108,80.255,73.29,73.89,70.08,70.48,58.83,60.24,50.2,52.0,0.934018905,0.945772849,0.934018905,0.945772849,1313.99745,1324.357015,3879130000,3878744800,1.000099310477967,1.0078840069286283,0.02532853559903958,0.07234825082408897,0.0006168720405575927,-0.03391438254487866,0.10271768955078642,0.001657107954119108,-0.059242918143918244,0.030369438726697458,0.0010402359135615153,0.9945785330479423,52.62868639251541,0.9859852417727053,51.414619802915176,0.9976848630910429,51.921020292970134,0.965005418760279,57.2350249361806
2011-07-12,1319.61,1327.17,1313.33,1313.64,75.952,76.719,75.703,76.07600000000001,80.255,80.374,79.172,79.236,69.27,71.48,68.67,69.07,51.6,57.22,49.19,49.39,0.946383403,0.9601191379999999,0.946383403,0.9601191379999999,1313.963407,1322.408467,4227890000,3893721200,1.0858224774798977,1.0064271652886296,-0.07123798292746333,0.11791339654107315,0.002325413811043911,-0.1482903968032474,0.1777611844030389,0.003947003177366404,-0.07705241387578407,0.05984778786196575,0.001621589366322493,0.999992931309731,50.56209794456471,0.9899330613156321,50.380501529629306,1.0013670411985018,51.24823458474728,0.9699307648975369,57.0172560781749
2011-07-13,1314.45,1331.48,1314.45,1317.72,76.02600000000001,76.053,74.78,74.952,79.236,79.574,78.464,78.958,70.08,73.49,69.47,70.08,53.81,60.64,49.19,51.0,0.959488111,0.959488111,0.949264166,0.949264166,1314.321178,1321.556018,4060080000,3897997800,1.0415808854484216,1.0055046210325922,-0.14506843154729793,0.06801485705452964,0.002566869983726427,-0.2583879533099065,0.1448663591801278,0.004830176845980527,-0.11331952176260857,0.07685150212559816,0.0022633068622541002,0.9985543211000827,51.97840376350562,0.9861728338847912,51.09025340742049,0.9976063200072853,51.69370156765092,0.9675937604346906,57.13158406322252
2011-07-14,1317.74,1326.88,1306.51,1308.87,74.797,75.327,74.69,75.212,78.958,79.601,78.46600000000001,79.131,69.87,71.28,65.66,66.46,53.61,55.62,40.76,40.76,0.947301097,0.9518772459999999,0.946307207,0.95047453,1313.8020179999999,1319.2494689999999,4358570000,3900694400,1.1173830997885914,1.004146325645239,-0.17166563122322906,0.04906592012106992,0.002640258935095003,-0.3279015607916449,0.13818390227693556,0.005563630531122854,-0.15623592956841584,0.08911798215586564,0.002923371596027851,1.006690613167957,48.71812058169741,0.9926962443430852,49.50142057163426,1.0036220556663384,50.66893723655458,0.9747518852139636,56.802214316405156
2011-07-15,1308.87,1317.7,1307.52,1316.14,75.184,75.42,74.992,75.126,79.131,79.275,78.889,79.042,66.86,67.26,64.85,67.06,43.37,45.18,40.16,44.97,0.950120686,0.951371807,0.950120686,0.9504567190000001,1314.024683,1318.684111,4242760000,3901074800,1.0875874515402781,1.003545921214632,-0.18359264358670788,0.028316186222255804,0.0025200624946050314,-0.3857267340518007,0.12451321493368539,0.00607344971428414,-0.2021340904650928,0.09619702871142959,0.003553387219679109,1.0037181237775405,51.414111106631076,0.9872939049037338,50.8016065208339,0.9976045101584939,51.47527046500201,0.9700188049903506,57.006846904422936
2011-07-18,1315.94,1315.94,1295.92,1305.44,75.199,75.752,75.199,75.425,79.042,79.18,78.95,79.039,65.06,65.06,60.44,62.24,41.16,41.16,34.93,37.75,0.9513802790000001,0.9567062390000001,0.9513802790000001,0.954275737,1313.2070939999999,1316.276091,4118160000,3906513000,1.0541779843046728,1.0023370243840612,-0.17979266919491116,0.032030745264683136,0.002523945107962714,-0.42687492695873175,0.1362354602922835,0.006708318604632502,-0.2470822577638206,0.10420471502760037,0.004184373496669788,1.0133315751230023,47.459433972271164,0.9955210503738205,48.88524803591016,1.0053269395759286,50.241928032068984,0.978598595109695,56.61017259307981
2011-07-19,1307.07,1328.14,1307.07,1326.73,75.309,75.501,74.90100000000001,75.142,79.039,79.278,78.821,79.17399999999999,66.26,68.47,65.26,68.07,45.78,51.6,43.37,51.2,0.9528081070000001,0.9528081070000001,0.9490741909999999,0.9490741909999999,1314.4949900000001,1318.176802,4304600000,3908130200,1.1014474389824576,1.002800932698876,-0.1571179036558087,0.013669440958056042,0.002023970633212884,-0.4434796373335814,0.12129151622517043,0.006714336788185893,-0.28636173367777273,0.10762207526711438,0.004690366154973009,0.9986890432007381,54.893764286876944,0.9805649981533547,52.568105567761044,0.9889914300573591,52.55019114657588,0.9635752564576066,57.20564594948079
2011-07-20,1328.66,1330.43,1323.65,1325.84,75.11399999999999,75.23,74.715,74.723,79.17399999999999,79.317,78.707,78.768,68.87,69.87,67.87,68.07,51.0,54.41,48.19,52.0,0.94872054,0.949280242,0.948472585,0.9486466590000001,1315.575467,1319.570111,3767420000,3898173600,0.966457727793344,1.0030364232993105,-0.15796868601011582,-0.026276414603022116,0.0015344511671388384,-0.4838225911904175,0.07477655701333674,0.006608430113896557,-0.32585390518030166,0.10105297161635886,0.005073978946757719,1.0003523372783623,54.54629899993885,0.9822515034493858,52.404820113891596,0.9893468291799917,52.44640824978995,0.9649341172388829,57.17268086195097
2011-07-21,1325.65,1347.0,1325.65,1343.8,74.687,75.102,73.889,74.017,78.768,79.032,78.26899999999999,78.28399999999999,70.88,73.69,70.88,73.49,58.63,66.46,58.63,65.66,0.94818962,0.950273307,0.944039147,0.9454933320000001,1318.263518,1323.975545,4837430000,3910447400,1.2370528241857952,1.0043329933067298,-0.17813796179013447,-0.09591280122386135,0.0008996949237163668,-0.5485263574179697,-0.018838029913467835,0.006198597601403177,-0.37038839562783527,0.07707477131039352,0.005298902677686811,0.9882135947100978,60.04277947893577,0.9707171206032648,55.30311149576704,0.9759252865009675,54.30469741996413,0.9527187825569283,57.667427942967265
2011-07-22,1343.8,1346.1,1336.95,1345.02,74.057,74.381,73.959,74.20100000000001,78.28399999999999,78.733,78.21,78.457,71.68,73.29,70.48,73.09,64.05,65.86,61.44,65.06,0.946004292,0.946004292,0.944724575,0.945753725,1320.8117539999998,1327.80181,3522830000,3903979000,0.9023690957354022,1.0052922424250323,-0.16702417064670338,-0.12349185758357678,0.0004229871017280397,-0.5791686089362145,-0.07729005066907746,0.00582763655484686,-0.4121444382895111,0.04620180691449932,0.00540464945311882,0.9876013527148836,60.39314709347653,0.9712249631975735,55.493560488652825,0.975083790575605,54.42813692662133,0.9525425272486656,57.70078786651841
2011-07-25,1344.32,1344.32,1331.09,1337.43,74.186,74.306,73.987,74.112,78.457,78.553,78.054,78.288,68.47,71.28,68.47,69.87,58.03,63.85,57.63,60.24,0.945562537,0.947895047,0.945562537,0.9466584920000001,1322.394444,1329.55239,3536890000,3899172600,0.907087313857304,1.005412867569489,-0.1583303216609962,-0.14040521371385045,0.00011048915027725772,-0.6100573403657563,-0.12930471022781376,0.0055427608909653925,-0.4517270187047601,0.011100503486036702,0.005432271740688135,0.9931820196731265,57.04202501460139,0.9783928878520746,54.01240681202184,0.9804496683938599,53.51048625478575,0.9586188436030298,57.41787262010091
2011-07-26,1337.39,1338.51,1329.59,1331.94,74.124,74.199,73.446,73.529,78.288,78.69800000000001,77.831,77.902,68.27,68.47,65.86,66.86,55.42,58.03,53.41,54.41,0.946811772,0.946811772,0.9428320920000001,0.9438653690000001,1323.303545,1329.986501,4007050000,3910780400,1.024616467853833,1.0050502063757414,-0.16509655768586406,-0.18095280353573098,-0.0003189461045787854,-0.6580977158120902,-0.21509050093362703,0.0050335891099646535,-0.49300115812622614,-0.034137697397896044,0.005352535214543439,0.9968853165844027,54.678634437995754,0.9839299568048612,52.95481802866924,0.9844033515023202,52.8527885638621,0.9631962025316457,57.21394128478543
2011-07-27,1331.91,1331.91,1303.49,1304.89,73.564,74.183,73.421,74.096,77.902,78.17,77.572,77.97399999999999,62.85,62.85,56.42,56.42,47.99,47.99,36.94,37.55,0.944314652,0.950265473,0.944314652,0.950265473,1321.549874,1325.4235,3479040000,3903436200,0.8912762555207128,1.002931123581644,-0.15159339973158148,-0.16038556007157406,-0.000211746477315573,-0.6824929077907029,-0.23461964748736364,0.005087852117898972,-0.5308995080591214,-0.07423408741578957,0.005299598595214545,1.0149049235677232,44.82418110206975,1.0047613208776218,48.14938798609874,1.004433017342458,49.77680983123392,0.9836977829548853,56.22507235252154
2011-07-28,1304.84,1316.32,1299.16,1300.67,74.10600000000001,74.407,73.88,74.14699999999999,77.97399999999999,78.024,77.62899999999999,77.661,57.02,59.63,54.81,54.81,36.54,43.17,33.53,34.13,0.950393721,0.9547520629999999,0.950393721,0.9547520629999999,1319.561314,1320.9228640000001,4951800000,3921392800,1.2627656173592199,1.0010318201856592,-0.15031792471507988,-0.13515525537881054,0.00010455253600582127,-0.7187969139529713,-0.24317815663930276,0.0054302892652218215,-0.5684789892378914,-0.10802290126049222,0.005325736729216,1.0158292045088855,43.506828103624265,1.008924631151637,47.45440882110754,1.0072565677689191,49.31987267455073,0.9873925745961699,56.07311781531009
2011-07-29,1300.12,1304.16,1282.86,1292.28,74.15899999999999,74.507,73.71600000000001,73.89699999999999,77.661,77.865,76.88600000000001,76.896,49.59,54.41,49.59,52.2,26.1,35.14,26.1,29.91,0.9549065809999999,0.960999272,0.9549065809999999,0.960999272,1316.963094,1315.715071,5061190000,3944176000,1.2832059218452727,0.9990523477797626,-0.18527636607135278,-0.12722591915256048,0.0006474503717172654,-0.8000744468270824,-0.26705530020119284,0.006135049693862582,-0.6147980807557296,-0.13982938104863235,0.005487599322145317,1.020920388770236,40.93122613735308,1.0161105436386335,46.08628476492693,1.0130470176741884,48.418174356321785,0.994244900485963,55.77193803336772
