Date,spx_open,spx_high,spx_low,spx_close,dxy_open,dxy_high,dxy_low,dxy_close,usdjpy_open,usdjpy_high,usdjpy_low,usdjpy_close,s5th_open,s5th_high,s5th_low,s5th_close,s5fi_open,s5fi_high,s5fi_low,s5fi_close,duj_open,duj_high,duj_low,duj_close,spx_ema20,spx_ema10,spx_volume,spx_volumema50,vol_signal,ema_signal,usdjpy_macdhist,dxy_macdhist,duj_macdhist,usdjpy_macd,dxy_macd,duj_macd,usdjpy_macdsignal,dxy_macdsignal,duj_macdsignal,spx_ma14,spx_rsi14,spx_ma30,spx_rsi30,spx_ma50,spx_rsi50,spx_ma200,spx_rsi200
2011-08-01,1292.59,1307.38,1274.73,1286.94,73.932,74.527,73.582,74.307,76.896,78.046,76.293,77.209,53.41,53.41,45.78,48.99,34.73,34.73,22.89,26.5,0.961454432,0.9644659409999999,0.9549112059999999,0.9624137079999999,1314.103752,1310.48324,4967390000,3971001600,1.2509161416605825,0.9972448811636907,-0.17189522106921518,-0.08814653196870598,0.0009940244047259598,-0.8296671070922486,-0.25001254600951484,0.006730129828052767,-0.6577718860230334,-0.16186601404080886,0.005736105423326807,1.023674652386947,39.33510581067605,1.02072668500474,45.227752789837425,1.0163699939391115,47.85000924825105,0.9988099289788182,55.58097316763501
2011-08-02,1286.56,1286.56,1254.03,1254.05,74.343,74.734,74.195,74.53699999999999,77.209,77.82600000000001,76.959,77.113,46.58,47.38,39.35,39.35,24.69,25.3,14.45,14.45,0.962879975,0.966594478,0.960270347,0.966594478,1308.3843470000002,1300.222651,5206290000,3993807000,1.303590784431997,0.9937620042469064,-0.154626862085122,-0.042877778083790785,0.0013736538886584904,-0.8510554636294358,-0.21546323664554734,0.00745317278414992,-0.6964286015443139,-0.17258545856175656,0.006079518895491429,1.046896056776046,31.251737884889398,1.0468511356538153,40.42904671268855,1.0417629281129144,44.563449789428745,1.0253161755910853,54.42737473234514
2011-08-03,1254.25,1261.2,1234.56,1260.34,74.58800000000001,74.692,73.85600000000001,73.92699999999999,77.113,77.406,76.781,77.05,38.15,38.95,33.73,38.55,13.05,15.86,8.43,15.86,0.967255845,0.967255845,0.959467878,0.959467878,1303.808695,1292.97126,6446940000,4057634200,1.5888420893140145,0.9916878641463578,-0.1333688997950604,-0.0496118224176362,0.001029360311587963,-0.8631397262881393,-0.2346002365838018,0.007366219284976383,-0.7297708264930789,-0.1849884141661656,0.00633685897338842,1.0389209034296873,34.04326979575538,1.040696161353286,41.653781028981776,1.0356587904851073,45.296669168421694,1.0204991510227404,54.60845335558139
2011-08-04,1260.23,1260.23,1199.54,1200.07,73.949,75.319,73.87899999999999,75.282,77.05,80.24,76.929,78.885,33.73,34.53,22.28,22.28,12.04,12.04,3.61,3.61,0.959753407,0.960353053,0.9386714859999999,0.954325917,1293.928819,1276.0801210000002,4266530000,4066039800,1.0493084696318025,0.9862058115269479,0.010705191671660175,0.03692758129852408,0.0003736831269624697,-0.7163893369035037,-0.1388289375430105,0.006803962882091508,-0.7270945285751639,-0.1757565188415346,0.006430279755129038,1.0841891365860805,23.99099483667085,1.0905436071784704,34.602222243872504,1.0857349987917373,40.10972161870946,1.0718930979026227,52.59592191561158
2011-08-05,1200.28,1218.11,1168.09,1199.38,75.417,75.417,74.462,74.598,78.885,79.411,78.316,78.429,25.5,26.1,18.07,24.09,6.02,6.62,2.0,4.01,0.9560372690000001,0.9560372690000001,0.9497047009999999,0.951153272,1284.92417,1262.1346449999999,5454590000,4092938200,1.3326832054292927,0.9822639144534108,0.07797478451314999,0.04718405475137763,-0.00031796614189832755,-0.6296260479337263,-0.11677645040231255,0.006032822077756128,-0.7076008324468763,-0.16396050515369018,0.006350788219654456,1.0784965089105565,23.90397149869252,1.088833119333878,34.53298560370809,1.0843404092114257,40.056137452071994,1.0725981757241245,52.573628553610305
2011-08-08,1198.48,1198.48,1119.28,1119.46,74.388,75.018,73.971,74.847,78.429,78.46300000000001,77.502,77.749,18.27,18.27,9.39,9.6,2.61,2.61,0.6,0.6,0.948475691,0.9626747609999999,0.948475691,0.9626747609999999,1269.165677,1236.1938,2615150000,4080051800,0.640959999576476,0.9740208251786816,0.07910554535051606,0.06852454241147352,-5.743460583373765e-05,-0.6087189007587313,-0.07830482713934828,0.006278994962362283,-0.6878244461092473,-0.1468293695508218,0.006336429568196021,1.1422669348231678,16.457595850321688,1.1621302532768776,27.85476037881221,1.1580687117002841,34.59394245154227,1.1489010773051296,50.101573352612036
2011-08-09,1120.23,1172.88,1101.54,1172.53,74.84,74.94,73.848,73.908,77.749,77.85600000000001,76.702,76.955,8.8,17.6,8.8,17.6,1.2,3.4,0.8,3.4,0.962584728,0.962791062,0.9604054320000001,0.9604054320000001,1259.9622789999999,1224.618564,2366660000,4064893800,0.5822193927920085,0.9719485927562441,0.03126698004373407,0.019722005908380053,-9.371896348806408e-05,-0.6487407210545797,-0.12217686216534673,0.006219280863835941,-0.6800077010983138,-0.14189886807372679,0.006312999827324005,1.0812272850770803,31.677643496483093,1.106472897637303,36.31497063996008,1.1029484959873095,40.12620117469255,1.0968555601988865,51.619772183468115
2011-08-10,1171.77,1171.77,1118.01,1120.76,73.955,74.919,73.821,74.84100000000001,76.955,77.304,76.346,76.854,14.6,16.2,11.8,12.19,2.4,3.4,1.2,1.79,0.9610161779999999,0.9738074790000001,0.9610161779999999,0.9738074790000001,1246.704919,1205.735189,5018070000,4071330400,1.2325381403582476,0.9671375885539439,-0.0006024563003774741,0.04893520658770484,0.0006861845225426509,-0.6807607714737856,-0.08072985983909575,0.007170730480502319,-0.6801583151734081,-0.1296650664268006,0.006484545957959668,1.1169563510475038,26.588775940637454,1.1523510831935477,32.47225490941909,1.1498906099432529,37.0101250138876,1.1472320122060036,50.12457489893342
2011-08-11,1121.3,1186.29,1121.3,1172.64,74.91,75.061,74.327,74.586,76.854,77.23100000000001,76.309,76.829,12.8,22.79,12.39,20.39,2.59,6.8,2.59,4.8,0.974705285,0.974705285,0.970805295,0.970805295,1239.651118,1199.717882,3685050000,4060209600,0.9076009277944665,0.967786714003512,-0.015940587899291203,0.04958883781505778,0.0008883312548688214,-0.700084050047522,-0.06767901915797836,0.007594960026545694,-0.6841434621482309,-0.11726785697303614,0.006706628771676873,1.0570397929945619,37.43558840146628,1.0975377495792968,39.14762229188664,1.0965967389821256,41.64416752219821,1.0964206832446448,51.53834685521297
2011-08-12,1172.87,1189.04,1170.74,1178.81,74.638,74.89,74.367,74.607,76.829,77.01899999999999,76.512,76.816,21.6,24.79,19.2,22.0,5.19,6.8,4.19,5.8,0.9714821229999999,0.97235747,0.97124297,0.97124297,1233.856725,1195.916449,5640380000,4097773800,1.3764498177034565,0.9692506631999757,-0.0193110239549672,0.049808271993225295,0.0009352534598626129,-0.7082822420919399,-0.05500751698150452,0.007875695596505139,-0.6889712181369727,-0.10481578897472982,0.006940442136642526,1.0418957617064186,38.59755911310941,1.0877825943112125,39.878810106676625,1.0885813659538008,42.160551231815894,1.090666477210068,51.70198485098763
2011-08-15,1178.86,1204.49,1178.86,1204.49,74.559,74.609,73.759,73.889,76.816,77.097,76.592,76.805,25.39,28.0,23.6,28.0,8.39,11.6,7.59,11.6,0.9706181,0.9706181,0.962033722,0.962033722,1231.059894,1197.475276,4272850000,4113130200,1.0388316907643722,0.9727189406756841,-0.014832007412062809,0.0024692800822296856,0.0002646484780959267,-0.7075112274020512,-0.10172918887194271,0.0072712527342624345,-0.6926792199899884,-0.1041984689541724,0.007006604256166508,1.0121242778508512,43.31624399427639,1.060849820255876,42.83618065331,1.0637840081694327,44.25550307538062,1.0674991905287718,52.374668258132715
